,Yield,BiologicalMaterial01,BiologicalMaterial02,BiologicalMaterial03,BiologicalMaterial04,BiologicalMaterial05,BiologicalMaterial06,BiologicalMaterial07,BiologicalMaterial08,BiologicalMaterial09,BiologicalMaterial10,BiologicalMaterial11,BiologicalMaterial12,ManufacturingProcess01,ManufacturingProcess02,ManufacturingProcess03,ManufacturingProcess04,ManufacturingProcess05,ManufacturingProcess06,ManufacturingProcess07,ManufacturingProcess08,ManufacturingProcess09,ManufacturingProcess10,ManufacturingProcess11,ManufacturingProcess12,ManufacturingProcess13,ManufacturingProcess14,ManufacturingProcess15,ManufacturingProcess16,ManufacturingProcess17,ManufacturingProcess18,ManufacturingProcess19,ManufacturingProcess20,ManufacturingProcess21,ManufacturingProcess22,ManufacturingProcess23,ManufacturingProcess24,ManufacturingProcess25,ManufacturingProcess26,ManufacturingProcess27,ManufacturingProcess28,ManufacturingProcess29,ManufacturingProcess30,ManufacturingProcess31,ManufacturingProcess32,ManufacturingProcess33,ManufacturingProcess34,ManufacturingProcess35,ManufacturingProcess36,ManufacturingProcess37,ManufacturingProcess38,ManufacturingProcess39,ManufacturingProcess40,ManufacturingProcess41,ManufacturingProcess42,ManufacturingProcess43,ManufacturingProcess44,ManufacturingProcess45
52,42.69,7.56,61.62,72.17,14.46,21.02,53.78,100.0,18.33,12.82,3.18,154.71,20.95,11.1,19.5,1.54,929.0,989.6,205.5,177.0,177.0,46.34,9.0,9.5,4549.0,33.1,4867.0,6061.0,4567.0,32.5,4836.0,6033.0,4541.0,-0.6,1.0,1.0,13.0,4861.0,6071.0,4550.0,10.9,20.5,9.3,70.3,165.0,66.0,2.5,495.0,0.019,1.9,3.0,7.4,0.0,0.0,11.4,1.1,2.0,2.3
53,40.15,6.87,57.33,71.52,13.22,15.62,50.85,100.0,17.74,13.16,2.91,148.45,20.44,9.7,19.5,1.54,923.0,1003.8,206.8,178.0,177.0,48.84,8.7,10.8,4549.0,33.6,4867.0,6039.0,4539.0,33.1,4718.0,5898.0,4404.0,-0.5,2.0,2.0,14.0,4747.0,5929.0,4423.0,10.1,19.2,10.5,70.3,157.0,63.0,2.5,501.0,0.02,1.4,3.0,7.3,0.0,0.0,11.6,1.2,1.9,2.2
54,39.77,6.87,57.33,71.52,13.22,15.62,50.85,100.0,17.74,13.16,2.91,148.45,20.44,9.7,19.5,1.54,925.0,984.2,205.2,177.0,178.0,46.32,8.4,8.6,4549.0,33.7,4891.0,6059.0,4563.0,33.1,4880.0,6048.0,4555.0,-0.6,3.0,3.0,15.0,4890.0,6069.0,4552.0,10.7,20.3,8.6,71.2,164.0,67.0,2.5,483.0,0.018,0.9,3.0,7.2,0.0,0.0,11.2,0.9,1.9,2.1
55,39.4,6.87,57.33,71.52,13.22,15.62,50.85,100.0,17.74,13.16,2.91,148.45,20.44,9.7,19.5,1.52,924.0,992.5,207.3,178.0,178.0,47.03,8.2,9.4,4549.0,33.9,4901.0,6055.0,4571.0,34.8,4816.0,5992.0,4493.0,0.9,4.0,4.0,16.0,4847.0,6021.0,4518.0,10.5,19.9,9.1,71.0,160.0,66.0,2.4,509.0,0.02,0.6,3.0,7.3,0.0,0.0,11.0,0.9,2.1,2.2
56,39.14,6.65,55.61,68.93,12.72,15.91,48.64,100.0,17.87,13.31,2.98,146.08,20.33,10.7,19.5,1.5,924.0,987.0,206.2,177.0,177.0,45.66,10.3,9.4,4549.0,33.8,4747.0,5918.0,4447.0,34.5,4829.0,6006.0,4531.0,0.7,5.0,5.0,17.0,4853.0,6033.0,4545.0,10.6,20.1,9.2,70.7,156.0,63.0,2.5,463.0,0.019,1.1,2.0,7.3,0.1,0.2,11.0,1.0,1.9,2.2
57,40.36,6.65,55.61,68.93,12.72,15.91,48.64,100.0,17.87,13.31,2.98,146.08,20.33,10.7,19.5,1.52,926.0,991.5,211.4,178.0,178.0,47.09,10.3,9.8,4549.0,33.5,4765.0,5946.0,4471.0,33.9,4808.0,5991.0,4509.0,0.4,6.0,6.0,18.0,4820.0,6016.0,4524.0,10.6,20.0,9.7,70.3,156.0,64.0,2.4,488.0,0.02,0.5,3.0,7.3,0.0,0.0,11.3,0.0,2.0,2.2
58,42.31,6.65,55.61,68.93,12.72,15.91,48.64,100.0,17.87,13.31,2.98,146.08,20.33,10.7,18.0,1.58,920.0,1003.2,207.8,177.0,177.0,49.04,11.1,10.2,4549.0,32.5,4724.0,5926.0,4441.0,33.5,4792.0,6002.0,4506.0,1.0,7.0,1.0,1.0,4811.0,6016.0,4519.0,10.7,20.1,10.0,69.9,157.0,63.0,2.5,512.0,0.02,1.4,3.0,7.1,0.0,0.0,11.8,11.0,1.9,2.3
59,40.49,6.72,57.24,71.27,12.25,16.58,50.88,100.0,18.18,13.6,2.75,151.23,21.3,9.3,20.0,1.57,928.0,983.2,208.0,177.0,178.0,46.3,9.4,9.1,4549.0,34.6,4813.0,5957.0,4491.0,35.2,4834.0,5983.0,4514.0,0.6,9.0,3.0,3.0,4863.0,6019.0,4541.0,10.4,19.9,8.8,71.3,160.0,63.0,2.5,499.0,0.019,0.8,3.0,7.0,0.0,0.0,11.5,0.7,1.8,2.3
60,40.57,6.57,55.93,69.48,11.95,18.0,50.5,100.0,17.92,13.23,2.63,151.67,21.29,8.7,19.0,1.6,921.0,980.8,206.2,178.0,178.0,46.37,9.6,9.1,4549.0,34.6,4803.0,5958.0,4506.0,35.0,4846.0,6009.0,4535.0,0.4,10.0,4.0,4.0,4867.0,6041.0,4554.0,10.6,20.1,8.9,71.0,161.0,64.0,2.5,513.0,0.02,0.7,3.0,7.1,0.1,0.1,11.6,0.9,1.8,2.2
61,38.2,6.16,54.67,66.95,11.15,17.25,48.12,100.83,17.97,13.12,2.48,149.03,20.88,9.1,20.0,1.51,925.0,982.3,205.9,177.0,177.0,46.32,10.4,9.0,4549.0,34.0,4756.0,5917.0,4484.0,35.3,4858.0,6039.0,4557.0,1.3,11.0,5.0,5.0,4877.0,6051.0,4587.0,10.7,20.3,8.9,70.8,153.0,61.0,2.5,484.0,0.02,1.3,2.0,7.1,0.0,0.0,11.7,0.8,1.8,2.1
62,38.7,6.16,54.67,66.95,11.15,17.25,48.12,100.83,17.97,13.12,2.48,149.03,20.88,9.1,19.5,1.51,923.0,983.4,206.2,178.0,178.0,46.02,10.2,8.7,4549.0,34.1,4772.0,5957.0,4494.0,35.4,4885.0,6065.0,4571.0,1.3,12.0,6.0,6.0,4889.0,6069.0,4590.0,10.8,20.4,8.8,70.8,156.0,62.0,2.5,502.0,0.02,0.5,3.0,7.1,0.0,0.0,11.6,0.8,1.8,2.0
63,38.94,6.16,54.67,66.95,11.15,17.25,48.12,100.83,17.97,13.12,2.48,149.03,20.88,9.1,19.5,1.49,928.0,1004.5,206.8,177.0,177.0,48.17,9.6,10.2,4549.0,33.9,4828.0,6010.0,4550.0,33.9,4763.0,5949.0,4510.0,0.0,1.0,1.0,7.0,4814.0,6010.0,4545.0,10.4,19.8,9.7,70.5,150.0,60.0,2.5,492.0,0.021,1.1,2.0,7.1,0.0,0.0,11.5,0.7,1.9,2.3
64,41.9,6.37,52.67,64.34,12.02,17.4,46.52,100.0,17.38,12.48,2.75,144.5,19.82,11.0,20.0,1.5,927.0,1016.1,210.3,178.0,177.0,47.44,11.2,9.9,4549.0,32.7,4716.0,5937.0,4476.0,34.1,4818.0,6043.0,4586.0,1.4,2.0,2.0,8.0,4835.0,6074.0,4592.0,10.9,20.4,9.7,69.8,162.0,63.0,2.6,492.0,0.019,1.0,2.0,7.0,0.0,0.0,11.6,0.9,2.0,2.3
65,42.03,6.37,52.67,64.34,12.02,17.4,46.52,100.0,17.38,12.48,2.75,144.5,19.82,11.0,19.5,1.51,922.0,999.7,213.3,177.0,178.0,47.3,10.9,10.1,4549.0,33.3,4742.0,5963.0,4505.0,33.9,4800.0,6038.0,4578.0,0.6,3.0,3.0,9.0,4841.0,6084.0,4593.0,11.0,20.5,9.7,69.8,163.0,63.0,2.6,498.0,0.019,1.0,3.0,6.9,0.0,0.0,11.7,1.4,1.9,1.8
66,41.96,6.37,52.67,64.34,12.02,17.4,46.52,100.0,17.38,12.48,2.75,144.5,19.82,11.0,19.5,1.5,923.0,1013.9,209.6,178.0,178.0,48.11,11.0,10.4,4549.0,32.9,4737.0,5967.0,4499.0,33.5,4785.0,6025.0,4558.0,0.6,4.0,4.0,10.0,4819.0,6065.0,4575.0,10.9,20.4,10.0,69.6,160.0,62.0,2.6,504.0,0.02,0.5,3.0,6.8,0.0,0.0,11.7,1.4,1.9,1.8
67,41.85,6.31,54.42,66.13,11.97,18.4,48.01,100.0,17.81,12.75,2.76,147.17,20.41,12.0,19.5,1.48,923.0,994.0,206.8,178.0,178.0,46.0,9.7,9.6,4549.0,34.2,4818.0,6019.0,4583.0,34.2,4830.0,6031.0,4603.0,0.0,6.0,6.0,12.0,4857.0,6065.0,4613.0,10.7,20.3,9.3,70.4,162.0,64.0,2.5,494.0,0.019,0.4,3.0,7.0,0.0,0.0,11.2,1.2,1.9,1.8
68,39.71,6.27,53.51,66.52,11.83,16.95,46.62,100.0,17.76,13.31,2.87,143.65,20.35,10.0,20.0,1.49,929.0,960.0,210.7,177.0,177.0,45.05,9.4,9.0,0.0,34.8,4824.0,5974.0,4534.0,35.4,4862.0,6021.0,4567.0,0.6,1.0,1.0,13.0,4877.0,6036.0,4569.0,10.4,20.0,8.7,71.3,156.0,62.0,2.5,500.0,0.02,1.1,3.0,7.3,0.0,0.0,11.9,1.2,1.8,2.5
69,39.38,6.27,53.51,66.52,11.83,16.95,46.62,100.0,17.76,13.31,2.87,143.65,20.35,10.2,19.0,1.48,921.0,961.3,205.0,178.0,177.0,43.83,8.9,8.4,0.0,35.5,4862.0,6023.0,4568.0,35.5,4905.0,6066.0,4597.0,0.0,2.0,2.0,14.0,4901.0,6063.0,4588.0,10.6,20.2,8.4,71.4,159.0,63.0,2.5,487.0,0.019,0.9,3.0,7.1,0.1,0.1,11.9,1.7,1.8,2.3
70,39.16,6.27,53.51,66.52,11.83,16.95,46.62,100.0,17.76,13.31,2.87,143.65,20.35,10.2,19.0,1.48,921.0,969.7,207.8,177.0,178.0,43.86,8.4,8.3,0.0,35.5,4897.0,6043.0,4584.0,35.5,4907.0,6064.0,4596.0,0.0,3.0,3.0,15.0,4916.0,6075.0,4595.0,10.6,20.3,8.2,70.5,158.0,62.0,2.6,484.0,0.019,0.7,3.0,7.0,0.0,0.0,11.5,1.7,1.9,2.2
71,39.38,6.58,52.5,63.29,12.24,18.28,46.04,100.0,17.67,12.47,2.85,144.4,19.85,9.5,19.0,1.47,923.0,989.7,205.7,177.0,177.0,47.4,9.7,9.5,0.0,34.2,4836.0,6047.0,4588.0,33.9,4854.0,6072.0,4603.0,-0.3,5.0,5.0,17.0,4876.0,6106.0,4609.0,11.1,20.8,9.3,69.9,162.0,65.0,2.5,494.0,0.019,1.3,3.0,7.1,0.0,0.0,11.7,1.2,1.8,1.9
72,40.08,6.45,53.18,64.98,12.11,18.77,46.8,100.0,17.58,12.69,2.79,145.9,19.96,10.9,19.5,1.51,923.0,996.4,206.2,178.0,178.0,47.52,10.2,9.9,0.0,33.5,4810.0,6039.0,4568.0,33.5,4827.0,6057.0,4580.0,0.0,6.0,6.0,18.0,4825.0,6063.0,4582.0,11.0,20.5,9.9,69.6,160.0,63.0,2.6,500.0,0.02,0.6,2.0,7.0,0.0,0.0,11.5,1.2,1.8,1.8
73,39.17,6.39,58.85,73.45,12.69,16.92,51.25,100.0,17.92,13.5,2.62,151.25,20.89,11.3,21.5,1.55,935.0,976.4,204.8,177.0,177.0,45.88,8.5,9.1,0.0,34.8,4879.0,6044.0,4574.0,34.4,4841.0,6018.0,4565.0,-0.4,7.0,1.0,1.0,4849.0,6041.0,4557.0,10.3,19.6,8.9,71.6,158.0,64.0,2.5,495.0,0.02,1.1,3.0,7.4,0.1,0.1,11.7,0.8,2.0,2.3
74,38.37,6.39,58.85,73.45,12.69,16.92,51.25,100.0,17.92,13.5,2.62,151.25,20.89,11.3,22.2,1.54,933.0,971.6,208.0,178.0,177.0,45.52,8.2,8.7,0.0,35.2,4899.0,6059.0,4609.0,34.5,4867.0,6037.0,4583.0,-0.7,8.0,2.0,2.0,4883.0,6045.0,4583.0,10.2,19.6,8.3,72.1,156.0,62.0,2.5,497.0,0.02,1.9,2.0,7.1,0.0,0.0,11.8,0.8,2.0,2.1
75,38.76,6.39,58.85,73.45,12.69,16.92,51.25,100.0,17.92,13.5,2.62,151.25,20.89,11.3,22.0,1.54,933.0,974.0,205.9,177.0,178.0,45.11,8.7,8.6,0.0,35.0,4857.0,6028.0,4569.0,34.6,4870.0,6051.0,4582.0,-0.4,9.0,3.0,3.0,4890.0,6058.0,4587.0,10.3,19.7,8.3,72.0,159.0,64.0,2.5,497.0,0.02,0.7,2.0,7.0,0.0,0.0,11.6,1.3,1.9,2.4
76,38.73,6.35,56.93,70.87,12.27,18.06,49.92,100.0,17.76,13.29,2.61,150.06,20.65,11.5,22.5,1.55,932.0,978.0,209.4,178.0,178.0,45.57,9.8,9.3,0.0,34.2,4795.0,5991.0,4520.0,34.2,4844.0,6031.0,4579.0,0.0,10.0,4.0,4.0,4859.0,6058.0,4581.0,10.5,19.8,8.9,71.2,157.0,61.0,2.6,507.0,0.02,0.8,3.0,7.1,0.0,0.0,11.6,0.6,2.0,2.3
77,38.95,6.17,53.8,65.53,12.7,18.65,47.67,100.0,16.82,12.11,2.58,142.66,19.64,11.4,21.5,1.55,932.0,980.2,205.7,177.0,177.0,44.92,8.7,9.1,0.0,35.1,4889.0,6089.0,4619.0,34.5,4857.0,6063.0,4594.0,-0.6,11.0,5.0,5.0,4876.0,6087.0,4601.0,10.6,20.0,8.8,71.2,163.0,65.0,2.5,498.0,0.019,1.7,3.0,7.0,0.0,0.0,11.4,1.3,1.9,2.2
78,40.41,6.97,58.18,71.85,14.25,17.08,50.06,100.0,18.02,13.51,3.37,148.92,20.33,11.0,21.5,1.55,937.0,993.4,205.5,177.0,177.0,46.11,9.3,9.4,0.0,34.5,4835.0,6014.0,4527.0,34.5,4827.0,5994.0,4525.0,0.0,1.0,1.0,7.0,4835.0,6015.0,4537.0,10.3,19.5,9.1,71.3,156.0,63.0,2.5,494.0,0.02,1.0,3.0,7.1,0.0,0.0,11.4,0.8,2.0,2.5
79,39.9,6.97,58.18,71.85,14.25,17.08,50.06,100.0,18.02,13.51,3.37,148.92,20.33,11.0,22.0,1.52,931.0,990.5,207.1,178.0,177.0,46.12,8.4,9.3,0.0,35.2,4899.0,6061.0,4572.0,33.8,4813.0,5977.0,4515.0,-1.4,2.0,2.0,8.0,4834.0,6015.0,4526.0,10.3,19.5,9.1,71.4,154.0,61.0,2.5,517.0,0.021,1.2,3.0,7.1,0.0,0.0,11.3,0.9,2.1,2.2
80,39.79,6.97,58.18,71.85,14.25,17.08,50.06,100.0,18.02,13.51,3.37,148.92,20.33,11.0,22.0,1.53,935.0,982.9,206.6,177.0,178.0,44.55,8.2,8.4,0.0,35.2,4897.0,6048.0,4572.0,34.8,4881.0,6059.0,4584.0,-0.4,3.0,3.0,9.0,4898.0,6073.0,4573.0,10.5,19.9,8.3,71.8,159.0,65.0,2.4,495.0,0.019,0.3,2.0,7.1,0.0,0.0,11.3,1.0,1.9,2.1
81,41.25,8.81,63.99,78.25,23.09,19.96,53.87,100.0,18.84,14.08,6.87,158.73,20.57,12.7,22.0,1.55,934.0,1000.7,205.5,178.0,178.0,45.1,8.6,8.8,0.0,34.9,4844.0,5990.0,4524.0,34.9,4825.0,5981.0,4517.0,0.0,4.0,4.0,10.0,4878.0,6049.0,4546.0,10.3,19.6,8.4,72.1,167.0,65.0,2.6,507.0,0.019,0.2,3.0,7.1,0.0,0.0,11.6,1.2,1.9,2.2
82,41.0,6.8,57.21,70.34,13.98,16.81,48.46,100.0,17.91,13.34,3.37,146.67,19.95,11.2,20.5,1.55,934.0,1000.8,205.2,178.0,178.0,44.99,9.1,8.5,0.0,34.7,4829.0,5998.0,4550.0,34.7,4879.0,6040.0,4573.0,0.0,6.0,6.0,12.0,4881.0,6060.0,4576.0,10.5,19.9,8.6,71.5,164.0,65.0,2.5,492.0,0.019,0.3,3.0,7.1,0.0,0.0,11.5,1.6,1.9,2.4
83,41.59,6.8,57.21,70.34,13.98,16.81,48.46,100.0,17.91,13.34,3.37,146.67,19.95,11.2,21.0,1.55,939.0,1171.2,206.4,177.0,178.0,45.64,8.9,9.1,0.0,35.1,4853.0,6022.0,4582.0,34.8,4826.0,5996.0,4564.0,-0.3,1.0,1.0,13.0,4866.0,6051.0,4567.0,10.4,19.7,8.7,71.6,164.0,66.0,2.5,506.0,0.019,0.9,2.0,7.2,0.0,0.0,11.5,1.5,1.9,2.4
84,40.91,6.8,57.21,70.34,13.98,16.81,48.46,100.0,17.91,13.34,3.37,146.67,19.95,11.2,22.0,1.54,936.0,979.2,208.7,178.0,178.0,44.62,8.6,8.4,0.0,35.0,4864.0,6030.0,4577.0,34.8,4887.0,6068.0,4599.0,-0.2,2.0,2.0,14.0,4907.0,6087.0,4602.0,10.5,20.0,8.2,71.8,165.0,68.0,2.4,493.0,0.019,0.9,2.0,7.1,0.0,0.0,11.6,1.6,2.0,2.4
85,38.99,6.3,51.96,64.07,12.65,19.23,44.66,100.0,17.16,12.71,3.15,142.11,19.13,11.6,21.0,1.55,932.0,994.5,207.8,177.0,177.0,45.45,9.4,9.4,0.0,34.8,4841.0,6048.0,4631.0,34.1,4839.0,6062.0,4631.0,-0.7,3.0,3.0,15.0,4867.0,6082.0,4642.0,10.7,20.2,9.1,70.7,160.0,64.0,2.5,499.0,0.019,1.4,3.0,7.2,0.0,0.0,11.5,1.0,1.9,2.4
86,38.81,6.3,51.96,64.07,12.65,19.23,44.66,100.0,17.16,12.71,3.15,142.11,19.13,11.6,21.5,1.55,937.0,989.2,205.2,178.0,178.0,45.52,9.3,9.5,0.0,34.5,4841.0,6052.0,4635.0,33.9,4830.0,6038.0,4618.0,-0.6,4.0,4.0,16.0,4844.0,6067.0,4632.0,10.7,20.1,9.4,70.5,159.0,64.0,2.5,513.0,0.02,0.9,2.0,7.1,0.1,0.1,11.7,1.1,1.8,2.1
87,39.3,6.3,51.96,64.07,12.65,19.23,44.66,100.0,17.16,12.71,3.15,142.11,19.13,11.6,21.5,1.55,939.0,983.7,206.4,177.0,177.0,46.1,9.4,9.6,0.0,34.6,4832.0,6035.0,4624.0,34.3,4822.0,6039.0,4617.0,-0.3,5.0,5.0,17.0,4838.0,6053.0,4622.0,10.6,20.0,9.4,70.6,159.0,62.0,2.5,498.0,0.02,1.2,2.0,7.2,0.0,0.0,11.7,1.1,1.9,2.3
88,40.77,6.45,55.09,69.18,11.98,17.22,47.12,100.0,17.74,13.47,2.86,148.0,20.04,10.8,21.5,1.54,937.0,960.4,204.8,177.0,178.0,43.52,8.1,8.3,0.0,35.8,4893.0,6028.0,4564.0,35.5,4879.0,6026.0,4556.0,-0.3,7.0,2.0,2.0,4873.0,6023.0,4546.0,10.2,19.5,8.4,72.1,163.0,65.0,2.5,486.0,0.019,0.8,2.0,7.2,0.0,0.0,11.5,1.1,1.9,2.3
89,39.27,6.45,55.09,69.18,11.98,17.22,47.12,100.0,17.74,13.47,2.86,148.0,20.04,10.8,21.5,1.55,935.0,954.8,,178.0,178.0,43.52,8.4,8.3,0.0,35.6,4866.0,6005.0,4550.0,35.6,4893.0,6046.0,4569.0,0.0,8.0,3.0,3.0,4897.0,6047.0,4572.0,10.3,19.7,8.1,72.2,157.0,64.0,2.5,493.0,0.02,1.2,2.0,7.2,0.0,0.0,11.3,0.8,1.9,2.1
90,40.06,6.45,55.09,69.18,11.98,17.22,47.12,100.0,17.74,13.47,2.86,148.0,20.04,10.8,21.7,1.55,938.0,975.8,205.2,177.0,177.0,44.11,8.4,8.3,0.0,35.4,4874.0,6012.0,4561.0,35.3,4885.0,6046.0,4571.0,-0.1,9.0,4.0,4.0,4885.0,6042.0,4546.0,10.3,19.7,8.3,72.0,158.0,63.0,2.5,478.0,0.019,1.0,2.0,7.2,0.1,0.1,11.6,0.9,1.9,2.5
91,39.17,6.28,54.33,68.3,12.37,15.46,46.72,100.0,17.41,13.28,2.96,143.47,19.85,12.4,22.0,1.54,941.0,1009.1,206.4,178.0,178.0,46.33,8.7,9.2,0.0,34.2,4867.0,6034.0,4588.0,33.8,4835.0,6015.0,4569.0,-0.4,10.0,5.0,5.0,4846.0,6019.0,4572.0,10.3,19.6,9.1,71.3,156.0,62.0,2.5,522.0,0.021,0.8,3.0,7.2,0.0,0.0,11.6,1.1,1.8,2.2
92,39.98,7.33,56.87,70.17,14.2,20.16,49.06,100.0,18.01,13.34,3.62,147.63,19.77,9.9,21.5,1.54,933.0,992.6,205.9,177.0,177.0,45.69,8.4,9.1,0.0,35.3,4896.0,6062.0,4614.0,34.5,4844.0,6021.0,4583.0,-0.8,11.0,6.0,6.0,4870.0,6054.0,4595.0,10.5,19.9,8.8,71.3,154.0,60.0,2.5,492.0,0.02,1.1,2.0,7.2,0.0,0.0,11.5,0.9,1.8,2.0
93,39.91,7.22,57.32,71.02,14.05,19.16,49.21,100.0,18.02,13.43,3.52,148.07,19.87,10.0,21.5,1.55,937.0,1003.7,205.0,178.0,178.0,44.22,8.6,8.9,0.0,35.6,4848.0,6005.0,4559.0,35.6,4866.0,6028.0,4579.0,0.0,1.0,1.0,7.0,4887.0,6056.0,4575.0,10.4,19.8,8.4,71.8,158.0,63.0,2.5,491.0,0.019,0.9,2.0,7.2,0.0,0.0,11.9,0.9,1.9,2.5
94,40.77,6.19,53.59,66.4,11.99,18.73,47.41,100.0,17.04,12.58,2.45,146.2,19.83,9.1,21.5,1.53,931.0,1006.1,206.8,178.0,177.0,45.49,9.1,8.9,0.0,35.2,4839.0,6020.0,4559.0,35.2,4849.0,6024.0,4576.0,0.0,3.0,3.0,9.0,4872.0,6054.0,4566.0,10.5,19.9,8.8,71.4,164.0,66.0,2.5,490.0,0.019,1.0,2.0,7.2,0.1,0.1,11.8,0.8,1.9,2.3
95,39.86,5.98,54.1,66.5,11.73,18.8,47.98,100.0,17.35,12.75,2.51,147.95,20.25,10.6,22.0,1.53,934.0,1001.0,204.8,177.0,177.0,44.09,8.8,8.7,0.0,35.3,4853.0,6021.0,4566.0,35.3,4864.0,6043.0,4582.0,0.0,4.0,4.0,10.0,4889.0,6070.0,4590.0,10.5,20.0,8.5,71.6,160.0,64.0,2.5,482.0,0.019,1.0,2.0,7.2,0.0,0.0,11.6,0.8,1.9,2.2
96,40.03,5.98,54.1,66.5,11.73,18.8,47.98,100.0,17.35,12.75,2.51,147.95,20.25,10.6,22.0,1.54,937.0,994.9,205.0,178.0,178.0,44.56,9.3,9.0,0.0,35.2,4815.0,5991.0,4541.0,35.2,4834.0,6008.0,4555.0,0.0,5.0,5.0,11.0,4862.0,6040.0,4562.0,10.4,19.7,8.8,71.5,159.0,64.0,2.5,499.0,0.02,0.7,2.0,7.2,0.0,0.0,11.6,0.9,2.0,2.1
97,40.81,5.98,54.1,66.5,11.73,18.8,47.98,100.0,17.35,12.75,2.51,147.95,20.25,10.6,20.9,1.55,933.0,1001.3,205.2,177.0,177.0,45.14,9.1,,0.0,35.1,4834.0,6022.0,4560.0,34.8,4859.0,6030.0,4568.0,-0.3,6.0,6.0,12.0,4869.0,6050.0,4574.0,10.5,19.9,8.8,71.3,160.0,64.0,2.5,493.0,0.019,0.9,2.0,7.3,0.0,0.0,11.5,0.9,1.9,2.1
98,37.94,5.85,51.75,64.02,10.41,20.4,44.3,100.0,16.96,12.68,2.34,143.33,19.63,11.5,22.0,1.54,934.0,1004.3,205.0,177.0,178.0,43.73,11.4,8.7,0.0,34.3,4701.0,5914.0,4579.0,35.7,4911.0,6124.0,4705.0,1.4,2.0,2.0,14.0,4923.0,6137.0,4710.0,11.0,20.7,8.6,70.7,154.0,63.0,2.4,490.0,0.02,0.8,3.0,7.2,0.1,0.1,11.7,1.1,1.9,2.2
99,37.73,5.85,51.75,64.02,10.41,20.4,44.3,100.0,16.96,12.68,2.34,143.33,19.63,11.5,21.0,1.55,934.0,1008.1,204.6,178.0,177.0,44.35,8.7,9.2,0.0,35.3,4895.0,6079.0,4670.0,34.3,4850.0,6022.0,4634.0,-1.0,3.0,3.0,15.0,4855.0,6046.0,4644.0,10.5,19.9,9.2,70.9,151.0,60.0,2.5,491.0,0.02,1.3,2.0,7.2,0.0,0.0,11.5,0.9,1.9,2.3
100,37.3,5.85,51.75,64.02,10.41,20.4,44.3,100.0,16.96,12.68,2.34,143.33,19.63,11.5,21.5,1.53,937.0,1004.8,206.6,177.0,177.0,44.13,8.9,9.3,0.0,35.3,4865.0,6037.0,4651.0,34.8,4839.0,6003.0,4619.0,-0.5,4.0,4.0,16.0,4856.0,6041.0,4634.0,10.4,19.9,9.1,71.1,150.0,60.0,2.5,486.0,0.02,1.6,2.0,7.2,0.0,0.0,11.5,0.8,1.9,2.3
101,37.86,6.01,51.83,63.8,11.22,19.69,44.57,100.0,17.09,12.57,2.55,143.07,19.47,11.8,21.9,1.54,937.0,992.8,204.6,178.0,178.0,43.49,8.8,9.0,0.0,35.4,4864.0,6025.0,4607.0,35.0,4847.0,6024.0,4614.0,-0.4,5.0,5.0,17.0,4865.0,6041.0,4606.0,10.4,19.7,8.8,71.4,154.0,62.0,2.5,507.0,0.021,0.8,3.0,7.2,0.0,0.0,11.6,1.1,1.8,2.3
102,38.05,5.89,51.28,64.04,9.99,16.9,44.74,100.0,16.79,13.04,2.33,142.66,19.67,12.3,21.7,1.55,936.0,974.0,206.4,177.0,177.0,42.66,8.9,8.7,0.0,35.5,4838.0,5997.0,4571.0,35.5,4855.0,6021.0,4584.0,0.0,6.0,6.0,18.0,4886.0,6051.0,4594.0,10.3,19.7,8.3,72.0,157.0,63.0,2.5,498.0,0.02,1.3,3.0,7.2,0.0,0.0,11.4,1.0,1.8,2.4
103,37.87,5.9,51.44,63.61,10.49,18.04,44.73,100.0,17.18,12.95,2.46,143.84,19.85,11.8,21.6,1.55,937.0,987.7,206.6,178.0,178.0,43.58,8.7,9.1,0.0,35.3,4861.0,6020.0,4611.0,34.9,4837.0,6007.0,4593.0,-0.4,7.0,1.0,1.0,4845.0,6019.0,4590.0,10.2,19.6,9.0,71.4,156.0,62.0,2.5,496.0,0.02,0.7,3.0,7.3,0.1,0.1,11.8,0.6,1.9,2.1
104,38.6,5.9,51.44,63.61,10.49,18.04,44.73,100.0,17.18,12.95,2.46,143.84,19.85,11.8,21.8,1.55,936.0,987.9,205.5,177.0,177.0,44.7,9.3,9.1,0.0,35.2,4816.0,5983.0,4579.0,35.2,4834.0,5997.0,4583.0,0.0,8.0,2.0,2.0,4841.0,6010.0,4583.0,10.2,19.5,9.1,71.4,155.0,62.0,2.5,481.0,0.019,1.0,2.0,6.9,0.0,0.0,11.7,0.8,1.9,2.0
105,38.44,5.9,51.44,63.61,10.49,18.04,44.73,100.0,17.18,12.95,2.46,143.84,19.85,11.8,20.8,1.55,933.0,986.6,205.5,178.0,178.0,44.23,8.7,9.0,0.0,35.2,4873.0,6031.0,4606.0,34.8,4846.0,6014.0,4595.0,-0.4,9.0,3.0,3.0,4853.0,6027.0,4605.0,0.0,19.7,9.0,71.4,156.0,62.0,2.5,493.0,0.02,0.5,3.0,7.1,0.0,0.0,11.9,0.8,1.9,2.3
